layer	kind	tensor	expert_idx	current_nbytes	remote_nbytes	remote_type	source_pack
33	gate	blk.33.ffn_gate_exps.weight	364	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	gate	blk.33.ffn_gate_exps.weight	368	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	gate	blk.33.ffn_gate_exps.weight	373	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	gate	blk.33.ffn_gate_exps.weight	374	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	gate	blk.33.ffn_gate_exps.weight	376	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	gate	blk.33.ffn_gate_exps.weight	377	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	gate	blk.33.ffn_gate_exps.weight	378	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	2	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	9	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	14	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	15	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	16	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	25	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	32	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	34	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	35	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	38	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	39	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	41	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	44	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	47	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	49	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	53	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	56	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	58	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	66	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	70	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	74	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	79	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	80	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	84	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	92	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	96	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	101	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	102	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	104	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	105	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	108	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	113	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	122	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	123	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	128	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	129	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	130	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	133	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	136	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	141	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	142	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	143	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	150	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	155	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	158	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	160	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	161	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	164	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	170	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	172	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	173	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	174	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	176	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	179	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	186	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	192	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	197	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	198	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	204	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	207	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	208	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	213	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	214	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	215	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	236	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	240	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	241	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	243	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	244	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	246	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	258	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	259	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	262	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	263	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	264	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	266	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	267	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	277	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	278	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	280	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	281	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	282	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	283	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	287	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	289	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	290	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	293	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	295	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	312	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	315	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	329	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	333	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	344	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	348	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	349	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	355	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	360	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	368	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	373	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	374	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
33	up	blk.33.ffn_up_exps.weight	376	4702208	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	1	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	2	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	5	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	8	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	10	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	11	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	12	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	19	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	21	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	22	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	23	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	24	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	25	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	26	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	30	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	33	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	36	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	39	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	44	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	46	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	48	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	51	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	56	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	57	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	62	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	63	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	65	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	66	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	70	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	77	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	80	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	84	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	86	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	88	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	90	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	95	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	96	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	97	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	98	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	102	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	104	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	106	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	107	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	108	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	111	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	112	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	114	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	115	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	116	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	118	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	123	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	126	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	128	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	129	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	132	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	133	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	137	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	138	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	143	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	147	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	148	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	149	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	150	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	156	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	158	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	160	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	161	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	162	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	163	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	165	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	166	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	174	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	175	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	176	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	177	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	178	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	181	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	182	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	183	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	184	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	189	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	191	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	195	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	199	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	202	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	203	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	206	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	207	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	210	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	214	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	216	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	218	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	221	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	222	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	223	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	224	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	225	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	226	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	228	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	232	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	233	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	234	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	235	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	238	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	239	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	242	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	243	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	244	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
34	down	blk.34.ffn_down_exps.weight	246	6307840	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
